1760719025.720796 server started (17848): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1760719025.720829 on Darwin 23.4.0 Darwin Kernel Version 23.4.0: Wed Feb 21 21:51:37 PST 2024; root:xnu-10063.101.15~2/RELEASE_ARM64_T8112
1760719025.720835 using libevent 2.1.12-stable select
1760719025.720842 using utf8proc 2.11.0
1760719025.720847 using ncurses 6.5 20240427
1760719025.769707 format_replace: replaced 'status-right-length' with '40'
1760719025.769710 format_expand1: result is: 40
1760719025.769712 format_replace: modifier 0 is T
1760719025.769714 format_replace: modifier 1 is =
1760719025.769716 format_replace: modifier 1 argument 0: 40
1760719025.769720 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1760719025.769722 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1760719025.769845 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 13:37 17-Oct-25
1760719025.769854 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
1760719025.769857 format_replace: condition is: window_bigger
1760719025.769861 format_replace: condition 'window_bigger' found: 0
1760719025.769863 format_replace: condition 'window_bigger' is false
1760719025.769866 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1760719025.769868 format_expand1: found #{}: =21:pane_title
1760719025.769871 format_expand1: expanding format: 21
1760719025.769873 format_expand1: result is: 21
1760719025.769875 format_replace: modifier 0 is =
1760719025.769877 format_replace: modifier 0 argument 0: 21
1760719025.769881 format_replace: format 'pane_title' found: Cristians-MacBook-Air.local
1760719025.769884 format_replace: applied length limit 21: Cristians-MacBook-Air
1760719025.769886 format_replace: replaced '=21:pane_title' with 'Cristians-MacBook-Air'
1760719025.769888 format_expand1: result is: "Cristians-MacBook-Air" 13:37 17-Oct-25
1760719025.769891 format_replace: applied length limit 40: "Cristians-MacBook-Air" 13:37 17-Oct-25
1760719025.769894 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"Cristians-MacBook-Air" 13:37 17-Oct-25'
1760719025.769896 format_expand1: found #*1[
1760719025.769898 format_expand1: found #*1[
1760719025.769902 format_expand1: result is: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"Cristians-MacBook-Air" 13:37 17-Oct-25#[pop-default]#[norange default]
1760719025.769905 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1760719025.769907 unref client 0x13b00be00 (2 references)
1760719025.769909 status_redraw exit: force=0, changed=0
1760719025.769913 screen_redraw_set_context: /dev/ttys005 @0 ox=0 oy=0 sx=112 sy=16 1/0
1760719025.769915 /dev/ttys005: \033[?25l
1760719025.769918 /dev/ttys005: current mode CURSOR,WRAP
1760719025.769920 /dev/ttys005: setting mode WRAP
1760719025.769922 /dev/ttys005: redrawing borders
1760719025.769924 screen_redraw_draw_borders: /dev/ttys005 @0
1760719025.769936 /dev/ttys005: redrawing panes
1760719025.769938 screen_redraw_draw_panes: /dev/ttys005 @0
1760719025.769940 screen_redraw_draw_pane: /dev/ttys005 @0 %0
1760719025.769943 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,0 at 0,0, width 112
1760719025.769945 tty_draw_line: px=0 py=0 nx=112 atx=0 aty=0
1760719025.769947 tty_draw_line: defaults: fg=8, bg=8
1760719025.769949 tty_draw_line: 112 to end of line (0 cleared)
1760719025.769951 tty_clear_line: /dev/ttys005, 112 at 0,0
1760719025.769953 /dev/ttys005: \033[K
1760719025.769955 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,1 at 0,1, width 112
1760719025.769957 tty_draw_line: px=0 py=1 nx=112 atx=0 aty=1
1760719025.769959 tty_draw_line: defaults: fg=8, bg=8
1760719025.769961 tty_draw_line: 112 to end of line (0 cleared)
1760719025.769963 tty_clear_line: /dev/ttys005, 112 at 0,1
1760719025.769965 /dev/ttys005: \r
1760719025.769967 /dev/ttys005: \n
1760719025.769969 /dev/ttys005: \033[K
1760719025.769971 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,2 at 0,2, width 112
1760719025.769973 tty_draw_line: px=0 py=2 nx=112 atx=0 aty=2
1760719025.769975 tty_draw_line: defaults: fg=8, bg=8
1760719025.769977 tty_draw_line: 112 to end of line (0 cleared)
1760719025.769979 tty_clear_line: /dev/ttys005, 112 at 0,2
1760719025.769981 /dev/ttys005: \r
1760719025.769983 /dev/ttys005: \n
1760719025.769984 /dev/ttys005: \033[K
1760719025.769986 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,3 at 0,3, width 112
1760719025.769988 tty_draw_line: px=0 py=3 nx=112 atx=0 aty=3
1760719025.769990 tty_draw_line: defaults: fg=8, bg=8
1760719025.769992 tty_draw_line: 112 to end of line (0 cleared)
1760719025.769997 tty_clear_line: /dev/ttys005, 112 at 0,3
1760719025.769999 /dev/ttys005: \r
1760719025.770001 /dev/ttys005: \n
1760719025.770003 /dev/ttys005: \033[K
1760719025.770005 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,4 at 0,4, width 112
1760719025.770007 tty_draw_line: px=0 py=4 nx=112 atx=0 aty=4
1760719025.770009 tty_draw_line: defaults: fg=8, bg=8
1760719025.770011 tty_draw_line: 112 to end of line (0 cleared)
1760719025.770013 tty_clear_line: /dev/ttys005, 112 at 0,4
1760719025.770014 /dev/ttys005: \r
1760719025.770016 /dev/ttys005: \n
1760719025.770018 /dev/ttys005: \033[K
1760719025.770020 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,5 at 0,5, width 112
1760719025.770022 tty_draw_line: px=0 py=5 nx=112 atx=0 aty=5
1760719025.770024 tty_draw_line: defaults: fg=8, bg=8
1760719025.770026 tty_draw_line: 112 to end of line (0 cleared)
1760719025.770027 tty_clear_line: /dev/ttys005, 112 at 0,5
1760719025.770029 /dev/ttys005: \r
1760719025.770031 /dev/ttys005: \n
1760719025.770033 /dev/ttys005: \033[K
1760719025.770035 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,6 at 0,6, width 112
1760719025.770037 tty_draw_line: px=0 py=6 nx=112 atx=0 aty=6
1760719025.770038 tty_draw_line: defaults: fg=8, bg=8
1760719025.770040 tty_draw_line: 112 to end of line (0 cleared)
1760719025.770042 tty_clear_line: /dev/ttys005, 112 at 0,6
1760719025.770044 /dev/ttys005: \r
1760719025.770046 /dev/ttys005: \n
1760719025.770047 /dev/ttys005: \033[K
1760719025.770049 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,7 at 0,7, width 112
1760719025.770051 tty_draw_line: px=0 py=7 nx=112 atx=0 aty=7
1760719025.770053 tty_draw_line: defaults: fg=8, bg=8
1760719025.770055 tty_draw_line: 112 to end of line (0 cleared)
1760719025.770057 tty_clear_line: /dev/ttys005, 112 at 0,7
1760719025.770059 /dev/ttys005: \r
1760719025.770061 /dev/ttys005: \n
1760719025.770062 /dev/ttys005: \033[K
1760719025.770064 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,8 at 0,8, width 112
1760719025.770066 tty_draw_line: px=0 py=8 nx=112 atx=0 aty=8
1760719025.770068 tty_draw_line: defaults: fg=8, bg=8
1760719025.770070 tty_draw_line: 112 to end of line (0 cleared)
1760719025.770072 tty_clear_line: /dev/ttys005, 112 at 0,8
1760719025.770074 /dev/ttys005: \r
1760719025.770076 /dev/ttys005: \n
1760719025.770077 /dev/ttys005: \033[K
1760719025.770080 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,9 at 0,9, width 112
1760719025.770082 tty_draw_line: px=0 py=9 nx=112 atx=0 aty=9
1760719025.770084 tty_draw_line: defaults: fg=8, bg=8
1760719025.770085 tty_draw_line: 112 to end of line (0 cleared)
1760719025.770087 tty_clear_line: /dev/ttys005, 112 at 0,9
1760719025.770089 /dev/ttys005: \r
1760719025.770091 /dev/ttys005: \n
1760719025.770093 /dev/ttys005: \033[K
1760719025.770095 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,10 at 0,10, width 112
1760719025.770097 tty_draw_line: px=0 py=10 nx=112 atx=0 aty=10
1760719025.770099 tty_draw_line: defaults: fg=8, bg=8
1760719025.770100 tty_draw_line: 112 to end of line (0 cleared)
1760719025.770102 tty_clear_line: /dev/ttys005, 112 at 0,10
1760719025.770104 /dev/ttys005: \r
1760719025.770106 /dev/ttys005: \n
1760719025.770108 /dev/ttys005: \033[K
1760719025.770110 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,11 at 0,11, width 112
1760719025.770112 tty_draw_line: px=0 py=11 nx=112 atx=0 aty=11
1760719025.770114 tty_draw_line: defaults: fg=8, bg=8
1760719025.770116 tty_draw_line: 112 to end of line (0 cleared)
1760719025.770118 tty_clear_line: /dev/ttys005, 112 at 0,11
1760719025.770119 /dev/ttys005: \r
1760719025.770121 /dev/ttys005: \n
1760719025.770123 /dev/ttys005: \033[K
1760719025.770125 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,12 at 0,12, width 112
1760719025.770127 tty_draw_line: px=0 py=12 nx=112 atx=0 aty=12
1760719025.770129 tty_draw_line: defaults: fg=8, bg=8
1760719025.770131 tty_draw_line: 112 to end of line (0 cleared)
1760719025.770133 tty_clear_line: /dev/ttys005, 112 at 0,12
1760719025.770134 /dev/ttys005: \r
1760719025.770136 /dev/ttys005: \n
1760719025.770138 /dev/ttys005: \033[K
1760719025.770143 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,13 at 0,13, width 112
1760719025.770145 tty_draw_line: px=0 py=13 nx=112 atx=0 aty=13
1760719025.770147 tty_draw_line: defaults: fg=8, bg=8
1760719025.770148 tty_draw_line: 112 to end of line (0 cleared)
1760719025.770150 tty_clear_line: /dev/ttys005, 112 at 0,13
1760719025.770152 /dev/ttys005: \r
1760719025.770154 /dev/ttys005: \n
1760719025.770156 /dev/ttys005: \033[K
1760719025.770158 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,14 at 0,14, width 112
1760719025.770160 tty_draw_line: px=0 py=14 nx=112 atx=0 aty=14
1760719025.770162 tty_draw_line: defaults: fg=8, bg=8
1760719025.770163 tty_draw_line: 112 to end of line (0 cleared)
1760719025.770165 tty_clear_line: /dev/ttys005, 112 at 0,14
1760719025.770167 /dev/ttys005: \r
1760719025.770169 /dev/ttys005: \n
1760719025.770171 /dev/ttys005: \033[K
1760719025.770173 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,15 at 0,15, width 112
1760719025.770175 tty_draw_line: px=0 py=15 nx=112 atx=0 aty=15
1760719025.770176 tty_draw_line: defaults: fg=8, bg=8
1760719025.770178 tty_draw_line: 112 to end of line (0 cleared)
1760719025.770180 tty_clear_line: /dev/ttys005, 112 at 0,15
1760719025.770182 /dev/ttys005: \r
1760719025.770184 /dev/ttys005: \n
1760719025.770186 /dev/ttys005: \033[K
1760719025.770187 /dev/ttys005: redrawing status
1760719025.770189 screen_redraw_draw_status: /dev/ttys005 @0
1760719025.770192 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=16
1760719025.770193 tty_draw_line: defaults: fg=8, bg=8
1760719025.770198 /dev/ttys005: \033[30m
1760719025.770200 /dev/ttys005: \033[42m
1760719025.770202 /dev/ttys005: \r
1760719025.770204 /dev/ttys005: \n
1760719025.770206 /dev/ttys005: [0] 0:zsh*                                                               "Cristians-MacBook-Air" 13:37 17-Oct-25
1760719025.770208 /dev/ttys005: \033(B\033[m
1760719025.770210 /dev/ttys005: \033[?12l\033[?25h
1760719025.770213 /dev/ttys005: current mode WRAP
1760719025.770215 /dev/ttys005: setting mode CURSOR,WRAP
1760719025.770217 /dev/ttys005: redraw added 226 bytes
1760719025.770219 server_client_reset_state: client /dev/ttys005 mode CURSOR,WRAP
1760719025.770221 server_client_reset_state: cursor to 0,0
1760719025.770223 /dev/ttys005: \033[1;1H
1760719025.770225 server_client_check_pane_buffer: pane %0 is on
1760719025.770228 @0 active pane not changed
1760719025.770236 /dev/ttys005: wrote 232 bytes (of 232)
1760719025.770238 /dev/ttys005: waiting for redraw, 0 bytes left
1760719025.770240 redraw timer fired
1760719025.770242 cmdq_next <global>: empty
1760719025.770245 cmdq_next </dev/ttys005>: empty
1760719025.770247 server_client_reset_state: client /dev/ttys005 mode CURSOR,WRAP
1760719025.770249 server_client_reset_state: cursor to 0,0
1760719025.770251 server_client_check_pane_buffer: pane %0 is on
1760719025.770253 @0 active pane not changed
1760719025.776737 /dev/ttys005: read 7 bytes (already 0)
1760719025.776805 /dev/ttys005: keys are 7 (\033[?1;2c)
1760719025.776824 /dev/ttys005: received primary DA \033[?1;2c
1760719025.776858 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,title
1760719025.776868 /dev/ttys005: \033[?7727h
1760719025.776872 /dev/ttys005: \033(B\033[m
1760719025.776875 /dev/ttys005: \033[?12l\033[?25h
1760719025.776877 /dev/ttys005: current mode ALL
1760719025.776879 /dev/ttys005: setting mode CURSOR
1760719025.776881 /dev/ttys005: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1760719025.776885 /dev/ttys005: \033[1;1H
1760719025.776902 /dev/ttys005: \033[1;17r
1760719025.776906 /dev/ttys005: complete key \033[?1;2c 0xfe000000000
1760719025.776910 cmdq_next <global>: empty
1760719025.776912 cmdq_next </dev/ttys005>: empty
1760719025.776915 /dev/ttys005: redraw window status borders overlay panes
1760719025.776917 /dev/ttys005: redraw deferred (71 left)
1760719025.776919 redraw timer started
1760719025.776922 server_client_reset_state: client /dev/ttys005 mode CURSOR,WRAP
1760719025.776924 server_client_reset_state: cursor to 0,0
1760719025.776926 /dev/ttys005: \033[1;1H
1760719025.776937 /dev/ttys005: current mode CURSOR
1760719025.776939 /dev/ttys005: setting mode CURSOR,WRAP
1760719025.776941 server_client_check_pane_buffer: pane %0 is on
1760719025.776944 @0 active pane not changed
1760719025.776954 /dev/ttys005: wrote 77 bytes (of 77)
1760719025.776960 /dev/ttys005: read 34 bytes (already 0)
1760719025.776962 /dev/ttys005: keys are 34 (\033[>0;276;0c\033]10;rgb:cccc/cccc/cccc)
1760719025.776965 /dev/ttys005: received secondary DA \033[>0;276;0c
1760719025.776967 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,title
1760719025.776969 /dev/ttys005: \033[?7727h
1760719025.776971 /dev/ttys005: \033(B\033[m
1760719025.776973 /dev/ttys005: \033[?12l\033[?25h
1760719025.776975 /dev/ttys005: current mode ALL
1760719025.776977 /dev/ttys005: setting mode CURSOR
1760719025.776979 /dev/ttys005: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1760719025.776981 /dev/ttys005: \033[1;1H
1760719025.776983 /dev/ttys005: \033[1;17r
1760719025.776985 /dev/ttys005: complete key \033[>0;276;0c 0xfe000000000
1760719025.776988 /dev/ttys005: keys are 23 (\033]10;rgb:cccc/cccc/cccc)
1760719025.776990 /dev/ttys005: partial key \033]10;rgb:cccc/cccc/cccc
1760719025.776992 cmdq_next <global>: empty
1760719025.776994 cmdq_next </dev/ttys005>: empty
1760719025.776996 /dev/ttys005: redraw window status borders overlay panes
1760719025.776998 /dev/ttys005: redraw deferred (71 left)
1760719025.777012 server_client_reset_state: client /dev/ttys005 mode CURSOR,WRAP
1760719025.777033 server_client_reset_state: cursor to 0,0
1760719025.777039 /dev/ttys005: \033[1;1H
1760719025.777041 /dev/ttys005: current mode CURSOR
1760719025.777043 /dev/ttys005: setting mode CURSOR,WRAP
1760719025.777045 server_client_check_pane_buffer: pane %0 is on
1760719025.777047 @0 active pane not changed
1760719025.777052 /dev/ttys005: wrote 77 bytes (of 77)
1760719025.777054 cmdq_next <global>: empty
1760719025.777056 cmdq_next </dev/ttys005>: empty
1760719025.777058 /dev/ttys005: redraw window status borders overlay panes
1760719025.777060 /dev/ttys005: redraw needed
1760719025.777062 status_redraw enter
1760719025.777065 format_defaults: c=/dev/ttys005
1760719025.777066 format_defaults: s=none
1760719025.777068 format_defaults: wl=none
1760719025.777070 format_defaults: wp=none
1760719025.777073 screen_write_start: size 112x1, no pane
1760719025.777076 screen_write_cursormove: from 0,0 to 0,0
1760719025.777086 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1760719025.777089 format_expand1: found #*1[
1760719025.777091 format_expand1: found #{}: E:status-left-style
1760719025.777098 format_replace: modifier 0 is E
1760719025.777102 format_replace: format 'status-left-style' found: default
1760719025.777104 format_expand1: expanding format: default
1760719025.777106 format_expand1: result is: default
1760719025.777114 format_replace: replaced 'E:status-left-style' with 'default'
1760719025.777120 format_expand1: found #*1[
1760719025.777123 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1760719025.777126 format_expand1: expanding format: #{status-left-length}
1760719025.777129 format_expand1: found #{}: status-left-length
1760719025.777133 format_replace: format 'status-left-length' found: 10
1760719025.777136 format_replace: replaced 'status-left-length' with '10'
1760719025.777138 format_expand1: result is: 10
1760719025.777140 format_replace: modifier 0 is T
1760719025.777142 format_replace: modifier 1 is =
1760719025.777144 format_replace: modifier 1 argument 0: 10
1760719025.777148 format_replace: format 'status-left' found: [#{session_name}] 
1760719025.777150 format_expand1: expanding format: [#{session_name}] 
1760719025.777152 format_expand1: found #{}: session_name
1760719025.777157 format_replace: format 'session_name' found: 0
1760719025.777159 format_replace: replaced 'session_name' with '0'
1760719025.777161 format_expand1: result is: [0] 
1760719025.777163 format_replace: applied length limit 10: [0] 
1760719025.777166 format_replace: replaced 'T;=/#{status-left-length}:status-left' with '[0] '
1760719025.777168 format_expand1: found #*1[
1760719025.777171 format_expand1: found #*1[
1760719025.777173 format_expand1: found #*1[
1760719025.777175 format_expand1: found #{}: status-justify
1760719025.777178 format_replace: format 'status-justify' found: left
1760719025.777180 format_replace: replaced 'status-justify' with 'left'
1760719025.777182 format_expand1: found #*1[
1760719025.777184 format_expand1: found #*1[
1760719025.777186 format_expand1: found #*1[
1760719025.777200 format_expand1: found #{}: W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}
1760719025.777203 format_replace: modifier 0 is W
1760719025.777208 format_loop_windows: window loop: 0 @0
1760719025.777210 format_defaults: c=/dev/ttys005
1760719025.777212 format_defaults: s=$0
1760719025.777214 format_defaults: wl=0
1760719025.777216 format_defaults: wp=none
1760719025.777221 format_expand1: expanding format: #[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}
1760719025.777229 format_expand1: found #*1[
1760719025.777231 format_expand1: found #{}: window_index
1760719025.777236 format_replace: format 'window_index' found: 0
1760719025.777238 format_replace: replaced 'window_index' with '0'
1760719025.777241 format_expand1: found #{}: ?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}
1760719025.777244 format_replace: condition is: #{!=:#{E:window-status-current-style},default}
1760719025.777253 format_expand1: expanding format: #{!=:#{E:window-status-current-style},default}
1760719025.777257 format_expand1: found #{}: !=:#{E:window-status-current-style},default
1760719025.777260 format_replace: modifier 0 is !=
1760719025.777262 format_expand1: expanding format: #{E:window-status-current-style}
1760719025.777265 format_expand1: found #{}: E:window-status-current-style
1760719025.777267 format_replace: modifier 0 is E
1760719025.777270 format_replace: format 'window-status-current-style' found: default
1760719025.777272 format_expand1: expanding format: default
1760719025.777274 format_expand1: result is: default
1760719025.777276 format_replace: replaced 'E:window-status-current-style' with 'default'
1760719025.777279 format_expand1: result is: default
1760719025.777281 format_expand1: expanding format: default
1760719025.777283 format_expand1: result is: default
1760719025.777285 format_replace: compare != left is: default
1760719025.777287 format_replace: compare != right is: default
1760719025.777289 format_replace: replaced '!=:#{E:window-status-current-style},default' with '0'
1760719025.777291 format_expand1: result is: 0
1760719025.777294 format_replace: condition '#{!=:#{E:window-status-current-style},default}' is false
1760719025.777296 format_expand1: expanding format: #{E:window-status-style}
1760719025.777298 format_expand1: found #{}: E:window-status-style
1760719025.777300 format_replace: modifier 0 is E
1760719025.777303 format_replace: format 'window-status-style' found: default
1760719025.777305 format_expand1: expanding format: default
1760719025.777307 format_expand1: result is: default
1760719025.777309 format_replace: replaced 'E:window-status-style' with 'default'
1760719025.777311 format_expand1: result is: default
1760719025.777314 format_replace: replaced '?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}' with 'default'
1760719025.777317 format_expand1: found #{}: ?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},
1760719025.777320 format_replace: condition is: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1760719025.777324 format_expand1: expanding format: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1760719025.777326 format_expand1: found #{}: &&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}
1760719025.777328 format_replace: modifier 0 is &&
1760719025.777331 format_expand1: expanding format: #{window_last_flag}
1760719025.777333 format_expand1: found #{}: window_last_flag
1760719025.777336 format_replace: format 'window_last_flag' found: 0
1760719025.777338 format_replace: replaced 'window_last_flag' with '0'
1760719025.777340 format_expand1: result is: 0
1760719025.777343 format_expand1: expanding format: #{!=:#{E:window-status-last-style},default}
1760719025.777345 format_expand1: found #{}: !=:#{E:window-status-last-style},default
1760719025.777347 format_replace: modifier 0 is !=
1760719025.777349 format_expand1: expanding format: #{E:window-status-last-style}
1760719025.777351 format_expand1: found #{}: E:window-status-last-style
1760719025.777353 format_replace: modifier 0 is E
1760719025.777356 format_replace: format 'window-status-last-style' found: default
1760719025.777358 format_expand1: expanding format: default
1760719025.777360 format_expand1: result is: default
1760719025.777362 format_replace: replaced 'E:window-status-last-style' with 'default'
1760719025.777367 format_expand1: result is: default
1760719025.777369 format_expand1: expanding format: default
1760719025.777376 format_expand1: result is: default
1760719025.777382 format_replace: compare != left is: default
1760719025.777385 format_replace: compare != right is: default
1760719025.777388 format_replace: replaced '!=:#{E:window-status-last-style},default' with '0'
1760719025.777391 format_expand1: result is: 0
1760719025.777393 format_replace: compare && left is: 0
1760719025.777395 format_replace: compare && right is: 0
1760719025.777398 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1760719025.777400 format_expand1: result is: 0
1760719025.777403 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1760719025.777406 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1760719025.777410 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1760719025.777414 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1760719025.777417 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1760719025.777420 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1760719025.777422 format_replace: modifier 0 is &&
1760719025.777425 format_expand1: expanding format: #{window_bell_flag}
1760719025.777427 format_expand1: found #{}: window_bell_flag
1760719025.777431 format_replace: format 'window_bell_flag' found: 0
1760719025.777433 format_replace: replaced 'window_bell_flag' with '0'
1760719025.777435 format_expand1: result is: 0
1760719025.777438 format_expand1: expanding format: #{!=:#{E:window-status-bell-style},default}
1760719025.777440 format_expand1: found #{}: !=:#{E:window-status-bell-style},default
1760719025.777442 format_replace: modifier 0 is !=
1760719025.777445 format_expand1: expanding format: #{E:window-status-bell-style}
1760719025.777447 format_expand1: found #{}: E:window-status-bell-style
1760719025.777449 format_replace: modifier 0 is E
1760719025.777452 format_replace: format 'window-status-bell-style' found: reverse
1760719025.777454 format_expand1: expanding format: reverse
1760719025.777456 format_expand1: result is: reverse
1760719025.777458 format_replace: replaced 'E:window-status-bell-style' with 'reverse'
1760719025.777460 format_expand1: result is: reverse
1760719025.777462 format_expand1: expanding format: default
1760719025.777464 format_expand1: result is: default
1760719025.777466 format_replace: compare != left is: reverse
1760719025.777468 format_replace: compare != right is: default
1760719025.777471 format_replace: replaced '!=:#{E:window-status-bell-style},default' with '1'
1760719025.777473 format_expand1: result is: 1
1760719025.777475 format_replace: compare && left is: 0
1760719025.777477 format_replace: compare && right is: 1
1760719025.777479 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1760719025.777481 format_expand1: result is: 0
1760719025.777484 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
